Last_Name_Match,First_Name_Match,DCPS_Student_ID_Match,Birthdate_Match,Match_Type,School_Number,School_Name,Grade_Level,Race_Desc,Gender_Code,FRL,Cumulative_GPA,Days_Enrolled,Days_Absent,Referrals,ISSP,OSSP,iReady_Math_BY,iReady_Math_MY,iReady_MAth_EY,iReady_ELA_BY,iReady_ELA_MY,iReady_ELA_EY,Achieve_BY,Achieve_MY,Achieve_EY,Math_Course_1,Math_Grade_1,Math_Course_2,Math_Grade_2,Math_Course_3,Math_Grade_3,Math_Course_4,Math_Grade_4,English_Course_1,English_Grade_1,English_Course_2,English_Grade_2,English_Course_3,English_Grade_3,English_Course_4,English_Grade_4,Science_Course_1,Science_Grade_1,Science_Course_2,Science_Grade_2,Science_Course_3,Science_Grade_3,AFL,After_School,AmeriCorps,BTS,Gear_Up,SEP
Evans,Tyler,10001566,07/28/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,Black,M,No,,48,9,0,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 7 MATH,D,,,,,,,MJ LANG ARTS 2 ADV,C,,,,,,,MJ COMPRE SCI 2 ADV,C,,,,,No,Yes,No,No,Yes,No
Everett,Devin,10001567,11/21/2113,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,Black,M,No,,48,5,0,0,0,,Below,Below,,,,,Below,Below,MJ GRADE 7 MATH,A,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,C,,,,,No,No,No,No,Yes,No
Everett,De'vyanna,10001568,11/22/2115,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,06,Black,F,No,,48,11,0,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Everett,Je'devialle,10001569,03/21/2117,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,05,Black,F,No,,48,0,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,D,,,,,No,Yes,No,No,No,No
Everett,Jiontez,10001570,08/26/2115,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,05,Black,M,No,,48,2,1,0,1,Below,Early,Below,Below,Below,Below,App Read,App Read,App Read,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,D,,,,,No,Yes,Yes,No,No,No
Everett,Larry,10001571,06/21/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,07,Black,M,No,,48,1,1,0,0,Early,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ LANG ARTS 2 ADV,B,,,,,,,MJ COMPRE SCI 2 ADV,B,,,,,No,No,No,No,Yes,Yes
Everett,Tavian,10001572,01/15/2118,ID,1691,S A HULL ELEMENTARY SCHOOL,03,Black,M,No,,48,4,0,0,0,Below,Early,Mid,Early,Below,Early,,App Read,App Read,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,No,No,No,No
Everett,Trenton,10001573,06/07/2111,ID,1691,S A HULL ELEMENTARY SCHOOL,01,Black,M,No,,48,10,0,0,0,Below,Below,Early,Below,Below,Early,,,,MATH GRADE 1,S,,,,,,,LANG ARTS GRADE 1,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Everhart,Janai,10001574,07/21/2111,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,02,Black,F,No,,48,6,0,0,0,Below,Mid,Mid,Early,Mid,Late,,,,MATH GRADE 2,B,,,,,,,LANG ARTS GRADE 2,B,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Everhart,Torin,10001575,11/18/2118,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,03,Black,M,No,,48,8,0,0,0,Below,Mid,Mid,Early,Mid,Late,App Text,App Text,Meets,MATH GRADE 3,B,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Everitt,Doniyla,10001576,11/18/2111,ID,1542,JOHN E FORD K-8 SCHOOL,01,Black,F,No,,48,1,0,0,0,Below,Below,Below,Below,Early,Early,,,,MATH GRADE 1,S,,,,,,,LANG ARTS GRADE 1,S,,,,,,,SCIENCE GRADE 1,S,,,,,No,No,No,No,No,Yes
Ewing,Javarius,10001577,02/16/2113,ID,2072,J E B STUART MIDDLE SCHOOL,08,Black,M,No,,48,3,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 3,C,,,,,,,MJ COMPRE SCI 3,D,,,,,No,Yes,No,No,No,No
Ewing,Ji'naria,10001578,02/04/2116,ID,2072,J E B STUART MIDDLE SCHOOL,06,Black,F,No,,48,3,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,F,,,,,,,MJ LANG ARTS 1,F,,,,,,,MJ COMPRE SCI 1,D,,,,,No,Yes,No,No,No,No
Ewings,Shakira,10001579,12/22/2118,ID,1061,LONG BRANCH ELEMENTARY SCHOOL,03,Black,F,No,,48,1,0,0,0,Below,Below,Mid,Below,Below,Early,Below,Below,Below,MATH GRADE 3,A,,,,,,,LANG ARTS GRADE 3,A,,,,,,,SCIENCE GRADE 3,B,,,,,No,No,Yes,No,No,No
Exantus,Rodrica,10001580,01/12/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,F,No,,48,0,0,0,0,,,,,,,Meets,Meets,Meets,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3 ADV,A,,,,,,,MJ COMPRE SCI 3 ADV,B,,,,,No,No,No,No,No,Yes
Fabian,Anayah,10001581,12/11/2118,ID,2621,ANDREW A ROBINSON ELEMENTARY SCHOOL,02,Black,F,No,,48,3,0,0,0,Below,Below,Below,Below,Below,Mid,,,,MATH GRADE 2,A,,,,,,,LANG ARTS GRADE 2,A,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,Yes,No,No,No
Fain,Tima,10001582,11/26/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,White,F,No,,48,6,3,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,D,,,,,MJ COMPRE SCI 2,B,,,,,No,Yes,No,No,Yes,No
Faison,Jaquan,10001583,07/21/2115,ID,0291,THE BRIDGE,06,Black,M,No,,48,2,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,C,,,,,,,MJ COMPRE SCI 1,B,,,,,No,No,No,Yes,No,No
Farmer,Amiyah,10001584,12/06/2113,ID,2072,J E B STUART MIDDLE SCHOOL,07,Black,F,No,,48,6,0,0,0,Early,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,B,,,,,,,MJ LANG ARTS 2,A,,,,,,,MJ COMPRE SCI 2,A,,,,,No,Yes,No,No,No,No
Farmer,Ky'Nilah,10001585,03/11/2116,ID,2072,J E B STUART MIDDLE SCHOOL,06,Black,F,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,B,,,,,,,MJ COMPRE SCI 1,B,,,,,Yes,Yes,Yes,No,No,No
Fason,Oliver,10001586,07/25/2117,ID,0701,NORTH SHORE ELEMENTARY,04,Black,M,No,,48,6,0,0,0,Below,Below,Early,Below,Below,Below,Below,Below,App Read,MATH GRADE 4,D,,,,,,,LANG ARTS GRADE 4,C,,,,,,,SCIENCE GRADE 4,C,,,,,No,Yes,No,No,No,No
Fass,Desirae,10001587,08/27/2111,ID,2801,FRANK H PETERSON ACADEMIES,12,Hispanic,F,Yes,2.51,48,9,0,0,0,,,,,,,App Read,App Read,Meets,FINANCIAL ALGEBRA,C,,,,,,,ENG 4,B,,,,,,,ANAT PHYSIO,A,,,,,No,No,No,No,No,Yes
Faust,Kharter,10001588,11/18/2118,ID,0911,SALLYE B MATHIS ELEMENTARY SCHOOL,02,Black,F,No,,48,1,0,0,0,Early,Mid,Mid,Mid,Late,Late,,,,MATH GRADE 2,A,,,,,,,LANG ARTS GRADE 2,A,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Faust,Kristan,10001589,02/23/2111,ID,0911,SALLYE B MATHIS ELEMENTARY SCHOOL,01,Black,F,No,,48,2,0,0,0,Below,Below,Early,Below,Mid,Mid,,,,MATH GRADE 1,E,,,,,,,LANG ARTS GRADE 1,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Feagin,Orion,10001590,04/13/2115,ID,2541,MAYPORT MIDDLE SCHOOL,07,White,M,Yes,,48,2,0,0,0,Below,,Early,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,A,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,A,,,,,No,Yes,No,No,No,No
Fealy,Jackson,10001591,08/05/2116,ID,2541,MAYPORT MIDDLE SCHOOL,06,White,M,No,,48,1,0,0,0,Early,,Mid,,,,Exceeds,Exceeds,Exceeds,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ LANG ARTS 1 ADV,A,,,,,,,MJ COMPRE SCI 1 ADV,A,,,,,No,Yes,No,No,No,No
Fears,Jarvis,10001592,08/24/2113,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,07,Black,M,No,,48,4,2,0,2,Below,,Early,,,,Below,App Read,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ INTENS READ (MC),A,MJ INTENS READ (MC),C,MJ LANG ARTS 2,C,,,MJ COMPRE SCI 2,D,,,,,Yes,No,No,No,No,No
Feaster,Noah,10001593,08/27/2118,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,04,White,M,No,,48,3,0,0,0,Mid,Mid,Mid,Below,,Below,Below,App Read,App Read,MATH GRADE 4,B,,,,,,,LANG ARTS GRADE 4,C,,,,,,,SCIENCE GRADE 4,A,,,,,No,No,Yes,No,No,No
Fedd,Anthony,10001594,11/13/2117,ID,1542,JOHN E FORD K-8 SCHOOL,04,Black,M,No,,48,1,0,0,0,Mid,Early,Mid,Below,,,App Read,App Read,App Text,MATH GRADE 4,A,,,,,,,LANG ARTS GRADE 4,C,,,,,,,SCIENCE GRADE 4,B,,,,,No,No,No,No,No,Yes
Felder,Kaziyah,10001595,05/28/2118,ID,1661,CARTER G WOODSON ELEM SCHOOL,03,Black,F,No,,48,0,0,0,0,Below,Below,Early,Below,Below,Below,Below,Below,Below,MATH GRADE 3,B,,,,,,,LANG ARTS GRADE 3,D,,,,,,,SCIENCE GRADE 3,C,,,,,No,Yes,No,No,No,No
Felder,Keajon,10001596,11/18/2111,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,01,Black,M,No,,48,3,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 1,S,,,,,,,LANG ARTS GRADE 1,N,,,,,,,,,,,,,No,Yes,No,No,No,No
Felder,Kyara,10001597,03/11/2116,ID,1561,YWLAYMLA,06,Black,F,No,,48,1,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1 ADV,B,,,,,Yes,No,No,No,No,No
Felder,Skyleur,10001598,04/14/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,F,Yes,,11,5,1,0,1,Below,Below,,,,,App Read,App Read,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes
Felsentreger,Skye,10001599,02/22/2115,ID,0691,LAKE SHORE MIDDLE SCHOOL,06,White,F,No,,48,0,0,0,0,Below,Early,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,B,,,,,,,MJ LANG ARTS 1 ADV,B,,,,,,,MJ COMPRE SCI 1 ADV,A,,,,,No,Yes,No,No,No,No
Felton,Donovan,10001600,01/07/2113,ID,2801,FRANK H PETERSON ACADEMIES,09,White,M,No,2.25,48,1,2,1,0,,,,,,,App Read,App Read,App Read,ALG 1-A,C,,,,,,,ENG 1,B,JOURN 1,F,,,,,ENV SCI,C,,,,,No,No,No,No,No,Yes
Felton,Le'tarius,10001601,02/16/2115,ID,2072,J E B STUART MIDDLE SCHOOL,07,Black,M,No,,48,7,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,A,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,D,,,,,Yes,Yes,No,No,No,No
Ferguson,Anna,10001602,03/16/2114,ID,2541,MAYPORT MIDDLE SCHOOL,08,White,F,No,,48,0,0,0,0,,,,,,,Exceeds,Exceeds,Exceeds,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3 ADV,B,,,,,,,BIO 1 HON,A,,,,,No,Yes,No,No,No,No
Ferguson,Christopher,10001603,08/23/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Black,M,No,,48,9,3,2,0,Below,Early,Below,,,,,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,D,,,,,MJ COMPRE SCI 1,B,,,,,Yes,No,No,No,No,No
Ferguson,Javone,10001604,06/06/2113,ID,0291,THE BRIDGE,08,Black,M,No,,48,3,0,0,0,Below,Below,Below,Below,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 3,D,,,,,MJ COMPRE SCI 3,C,,,,,No,No,Yes,Yes,No,No
Ferguson,Jordan,10001605,05/13/2118,ID,0741,LAKE FOREST ELEMENTARY SCHOOL,03,Black,F,No,,48,1,0,0,0,Early,Below,Mid,Early,Early,Early,Below,App Read,App Read,MATH GRADE 3,A,,,,,,,LANG ARTS GRADE 3,C,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Ferguson,Synia,10001606,07/18/2114,ID,0291,THE BRIDGE,07,Black,F,No,,48,7,2,0,2,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,No,Yes,Yes,Yes,No,No
Ferguson,Tucker,10001607,03/16/2114,ID,2541,MAYPORT MIDDLE SCHOOL,08,White,M,No,,48,1,0,0,0,,,,,,,Meets,Meets,Meets,ALG 1 HON,B,,,,,,,MJ LANG ARTS 3 ADV,B,,,,,,,BIO 1 HON,A,,,,,No,Yes,No,No,No,No
Fernandez,Bianca,10001608,11/03/2113,ID,2072,J E B STUART MIDDLE SCHOOL,08,Hispanic,F,No,,48,0,0,0,0,,,,,,,Exceeds,Exceeds,Exceeds,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3,A,,,,,,,MJ COMPRE SCI 3,A,,,,,Yes,Yes,No,No,No,No
Fernandez,Brianna,10001609,01/08/2115,ID,2072,J E B STUART MIDDLE SCHOOL,07,Hispanic,F,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,A,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,B,,,,,Yes,No,No,No,No,No
Ferreira,Matheus,10001610,02/28/2114,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,08,Hispanic,M,No,,48,1,0,0,0,Below,Early,Below,,,,,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,B,,,,,MJ COMPRE SCI 3,A,,,,,No,Yes,No,No,No,No
FERRERA,REBEL-LYNN,10001611,08/01/2112,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,KG,White,F,No,,48,5,0,0,0,Below,Below,Early,Below,Below,Below,,,,MATH GRADE K,E,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Fields,Carlisa,10001612,01/11/2115,ID,0291,THE BRIDGE,07,Black,F,No,,48,0,0,0,0,Below,,Below,,,,Below,Below,Below,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,C,,,,,No,Yes,No,Yes,No,No
Fields,Jabari,10001613,05/31/2111,ID,0291,THE BRIDGE,09,Black,M,No,2.69,48,4,0,0,0,,,,,,,Below,Below,App Read,GEO,B,,,,,,,ENG 1,C,ENG 2,B,INTENS READ,B,,,BIO 1,B,MARINE SCI 1,A,,,No,No,No,Yes,No,No
Fields,Jakario,10001614,11/28/2112,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,M,No,,48,9,2,1,0,Below,,,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,D,,,,,No,Yes,No,No,No,No
Fields,Joshua,10001615,01/17/2113,ID,0291,THE BRIDGE,08,Black,M,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ LANG ARTS 3,A,,,,,,,MJ COMPRE SCI 3,B,,,,,No,No,No,Yes,No,No
Fields,Ka'morah,10001616,02/11/2118,ID,2621,ANDREW A ROBINSON ELEMENTARY SCHOOL,03,Black,F,No,,48,5,0,0,0,Below,Below,Mid,Below,Below,Early,Below,App Read,App Text,MATH GRADE 3,B,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Fields,Keionna,10001617,06/26/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,F,No,,48,1,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 3 ADV,B,,,,,,,MJ COMPRE SCI 3 ADV,B,,,,,Yes,No,No,No,No,No
Fields,Lawrence,10001618,08/31/2116,ID,1691,S A HULL ELEMENTARY SCHOOL,05,Black,M,No,,48,7,0,0,0,Below,Early,Early,Below,Below,Early,App Read,App Read,App Read,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,B,,,,,,,SCIENCE GRADE 5,C,,,,,No,Yes,No,No,No,No
Fields,Nathan,10001619,07/02/2116,ID,1551,NORTHWESTERN MIDDLE SCHOOL,06,Black,M,No,,48,11,1,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
Fields,Ty'quan,10001620,01/05/2116,ID,1551,NORTHWESTERN MIDDLE SCHOOL,06,Black,M,No,,48,1,0,0,0,Below,,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Fields,Viccorreia,10001621,05/26/2114,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,08,Black,F,No,,48,0,0,0,0,Early,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 3,B,,,,,,,MJ COMPRE SCI 3,B,,,,,Yes,No,No,No,No,No
Fiffer,Omari,10001622,06/17/2111,ID,2481,EDWARD H WHITE HIGH SCHOOL,11,Black,M,No,2.26,48,2,0,0,0,,,,,,,Below,Below,Below,MATH COLL READINESS,C,,,,,,,ENG 3,C,,,,,,,BIO 1,B,,,,,No,No,No,No,No,Yes
Fiffer,Owen,10001623,6/22/1888,ID,2481,EDWARD H WHITE HIGH SCHOOL,11,Black,M,No,2.15,48,3,0,0,0,,,,,,,Below,Below,Below,MATH COLL READINESS,D,,,,,,,ENG 3,D,,,,,,,BIO 1,A,,,,,No,No,No,No,No,Yes
Figueroa,Javier,10001624,02/12/2118,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,04,Hispanic,M,No,,48,2,0,0,0,Below,Early,Mid,Below,Below,Early,App Read,App Read,App Read,MATH GRADE 4,B,,,,,,,LANG ARTS GRADE 4,D,,,,,,,SCIENCE GRADE 4,B,,,,,No,Yes,No,No,No,No
Figueroa,Natalie,10001625,07/14/2116,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Hispanic,F,No,,48,1,0,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,D,,,,,MJ COMPRE SCI 1,D,,,,,No,Yes,No,No,No,No
Fimple,Marquel,10001626,08/16/2114,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Multi,M,No,,48,0,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,D,,,,,No,Yes,No,No,No,No
Finley,Kinari,10001627,03/06/2116,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,05,Black,F,No,,48,0,0,0,0,Below,Below,Below,Below,Below,,App Read,App Read,App Read,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,B,,,,,No,Yes,No,No,No,No
Finley,Shontavia,10001628,04/01/2115,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,06,Black,F,No,,48,8,0,0,0,Below,Below,Early,,,,,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,A,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
Finley,Terriyana,10001629,08/13/2113,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,08,Black,F,No,,48,28,0,0,0,Below,Below,,,,,App Read,Below,,MJ GRADE 8 PRE-ALG,F,,,,,,,MJ INTENS READ (MC),F,MJ LANG ARTS 3,F,,,,,MJ COMPRE SCI 3,F,,,,,No,Yes,No,No,No,No
Finley,Terry,10001630,08/04/2118,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,02,Black,M,No,,48,0,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 2,D,,,,,,,LANG ARTS GRADE 2,C,,,,,,,SCIENCE GRADE 2,N,,,,,No,Yes,No,No,No,No
Finn,D'Angelo,10001631,08/04/2114,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,06,Black,M,No,,48,1,1,0,0,Below,Below,Below,,,,Below,Below,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,D,,,,,No,Yes,No,No,No,No
Finney,Sa'myiah,10001632,06/16/2114,ID,1551,NORTHWESTERN MIDDLE SCHOOL,08,Black,F,No,,48,1,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,A,,,,,Yes,Yes,No,No,No,No
Fishburne,Xaviona,10001633,12/02/2118,ID,0931,PINEDALE ELEMENTARY SCHOOL,02,Black,F,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Early,,,,MATH GRADE 2,B,,,,,,,LANG ARTS GRADE 2,B,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,Yes,No,No,No
Fisher,Aaron,10001634,05/18/2116,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,06,Black,M,No,,48,2,1,0,1,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 1,A,,,,,MJ COMPRE SCI 1,B,,,,,Yes,No,No,No,No,No
Fisher,Christian,10001635,11/27/1888,ID,2481,EDWARD H WHITE HIGH SCHOOL,12,Black,M,Yes,2.00,48,7,0,0,0,,,,,,,Below,Below,Below,ALG 2,B,MATH COLL READINESS,C,,,,,ENG 4 FL COLL PREP,A,,,,,,,ANAT PHYSIO HON,B,,,,,No,No,No,No,No,Yes
Fisher,Ekiriya,10001636,11/16/2116,ID,1061,LONG BRANCH ELEMENTARY SCHOOL,05,Black,F,No,,48,7,0,0,0,Below,Below,Below,Below,Below,Below,App Read,App Read,App Read,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,A,,,,,No,Yes,No,No,No,No
Fisher,Josiah,10001637,12/03/2113,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,07,Black,M,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ LANG ARTS 2,A,,,,,,,MJ COMPRE SCI 2,A,,,,,Yes,No,No,No,No,No
Fitts,Nyasia,10001638,04/11/2114,ID,2541,MAYPORT MIDDLE SCHOOL,08,Black,F,No,,48,1,0,0,0,,,,,,,App Read,App Text,App Read,ALG 1 HON,B,,,,,,,MJ LANG ARTS 3 ADV,A,,,,,,,BIO 1 HON,B,,,,,No,Yes,No,No,No,No
Fiuza,Vitor,10001639,11/21/2118,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,02,Hispanic,M,No,,48,6,0,0,0,Below,Below,Below,Below,Below,Early,,,,MATH GRADE 2,A,,,,,,,LANG ARTS GRADE 2,A,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Flagg,Brandon,10001640,07/25/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,07,Black,M,No,,48,4,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,B,,,,,Yes,Yes,No,No,No,No
Flagg,Breonna,10001641,03/27/2117,ID,0701,NORTH SHORE ELEMENTARY,05,Black,F,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Early,Below,App Read,App Read,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,C,,,,,No,Yes,No,No,No,No
Flagg,Kemonie,10001642,11/08/2113,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,F,No,,48,9,4,1,2,Below,,,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
Flagg,Kevon,10001643,07/27/2118,ID,0741,LAKE FOREST ELEMENTARY SCHOOL,04,Black,M,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 4,B,,,,,,,LANG ARTS GRADE 4,D,,,,,,,SCIENCE GRADE 4,B,,,,,No,No,Yes,No,No,No
Flanders,Harmony,10001644,01/22/2116,ID,1551,NORTHWESTERN MIDDLE SCHOOL,06,Black,F,No,,48,5,1,0,1,Below,Below,Below,,,,Below,Below,,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
